date,degree_assortativity
2021-10-01,0.406992781221184
2021-10-02,0.40123310012391905
2021-10-03,0.402980432944079
2021-10-04,0.3997808660363573
2021-10-05,0.39810493435540223
2021-10-06,0.40553567485176345
2021-10-07,0.3996473131314379
2021-10-08,0.401962859540505
2021-10-09,0.4093569064018877
2021-10-10,0.4071185956238162
2021-10-11,0.4083422712299261
2021-10-12,0.41134483095493185
2021-10-13,0.4222288667251529
2021-10-14,0.4085979056767387
2021-10-15,0.3939158559916799
2021-10-16,0.3910138247773606
2021-10-17,0.38916585572564405
2021-10-18,0.3723878629824476
2021-10-19,0.3830404703980731
2021-10-20,0.38333289639861085
2021-10-21,0.365192811472858
2021-10-22,0.39561851584637425
2021-10-23,0.3884198162348386
2021-10-24,0.3862684693570264
2021-10-25,0.3757220614984354
2021-10-26,0.3577875584229353
2021-10-27,0.3418905669537293
2021-10-28,0.31379296419078484
2021-10-29,0.38750328547826435
2021-10-30,0.3742046231551806
2021-10-31,0.5923413894613765
2021-11-01,0.5962156150279275
2021-11-02,0.5668566604259138
2021-11-03,0.527819857888637
2021-11-04,0.5242282871058338
2021-11-05,0.5189452952266483
2021-11-06,0.5008291125156271
2021-11-07,0.49922641884192365
2021-11-08,0.5041138239587435
2021-11-09,0.4971044930511802
2021-11-10,0.4726450451510644
2021-11-11,0.4581586955837662
2021-11-12,0.42994491013085345
2021-11-13,0.42259352776673104
2021-11-14,0.4201420993989277
2021-11-15,0.4143269057551183
2021-11-16,0.3886683394867603
2021-11-17,0.3802752164586912
2021-11-18,0.369777382233107
2021-11-19,0.3579482245040812
2021-11-20,0.34823200381289987
2021-11-21,0.3472592024928057
2021-11-22,0.337214747102568
2021-11-23,0.3169347603941387
2021-11-24,0.30722038058452583
2021-11-25,0.30151572481149264
2021-11-26,0.2945341972669134
2021-11-27,0.29148687537743434
2021-11-28,0.2932902188784223
2021-11-29,0.30219668285483675
2021-11-30,0.29530589377818806
2021-12-01,0.2890343606399921
2021-12-02,0.28148184183232344
2021-12-03,0.2754287497991303
2021-12-04,0.2675908662978893
2021-12-05,0.2698022469525246
2021-12-06,0.26761065948792223
2021-12-07,0.25492453945569427
2021-12-08,0.24869341755491825
2021-12-09,0.24975132631295513
2021-12-10,0.24055311811962665
2021-12-11,0.22413131957719243
2021-12-12,0.22029185280517513
2021-12-13,0.20764100739235256
2021-12-14,0.20242583619675586
2021-12-15,0.19662435426139588
2021-12-16,0.20492854959858534
2021-12-17,0.21651842736092952
2021-12-18,0.2155368721304963
2021-12-19,0.21657855115192115
2021-12-20,0.22825112068630957
2021-12-21,0.22471563569026537
2021-12-22,0.22132072623561477
2021-12-23,0.2190510226169946
2021-12-24,0.2112895337868224
2021-12-25,0.20520145794369224
2021-12-26,0.2002069915659848
2021-12-27,0.20869359837109255
2021-12-28,0.20098251716108123
2021-12-29,0.1929754784201465
2021-12-30,0.1875464591104228
2021-12-31,0.20654067273284105
2022-01-01,0.21021646726387963
2022-01-02,0.2123680018088259
2022-01-03,0.21477921940797462
2022-01-04,0.21990302450214178
2022-01-05,0.19276527389402487
2022-01-06,0.1821873338473963
2022-01-07,0.20652062568846796
2022-01-08,0.20749834683125543
2022-01-09,0.21372396040351105
2022-01-10,0.21813391727009987
2022-01-11,0.20904550690831153
2022-01-12,0.20327409886941158
2022-01-13,0.20669824557875252
2022-01-14,0.2153252454271403
2022-01-15,0.20944164809989887
2022-01-16,0.21219065977469845
2022-01-17,0.2063146420597592
2022-01-18,0.21537362466120707
2022-01-19,0.21670921788241032
2022-01-20,0.210171735460569
2022-01-21,0.1983343861295385
2022-01-22,0.20103646450209145
2022-01-23,0.20411794153104326
2022-01-24,0.21390426272925278
2022-01-25,0.22970569357033158
2022-01-26,0.2501162696129259
2022-01-27,0.26260598686535547
2022-01-28,0.2650313715282791
2022-01-29,0.25788492151057457
2022-01-30,0.257160439276993
2022-01-31,0.26297840848729986
2022-02-01,0.27631266020782663
2022-02-02,0.2878486120595373
2022-02-03,0.3107127926634456
2022-02-04,0.3253099127531089
2022-02-05,0.32484235293530145
2022-02-06,0.33475366826506303
2022-02-07,0.3395043129961421
2022-02-08,0.36034145213083696
2022-02-09,0.36959463136625004
2022-02-10,0.36398388707103757
2022-02-11,0.3551653829421971
2022-02-12,0.3547300159094114
2022-02-13,0.35185112448038164
2022-02-14,0.35823173344820214
2022-02-15,0.3636596136249673
2022-02-16,0.35504560006225605
2022-02-17,0.35468167810815854
2022-02-18,0.3448072214836036
2022-02-19,0.33078188958314114
2022-02-20,0.32713496720578644
2022-02-21,0.33742323473005675
2022-02-22,0.3073281171717959
2022-02-23,0.30555499054431146
2022-02-24,0.293679141136145
2022-02-25,0.28778874334634397
2022-02-26,0.28431589024085735
2022-02-27,0.281644697374451
2022-02-28,0.2862050224547408
2022-03-01,0.2699598359137242
2022-03-02,0.2575976210875645
2022-03-03,0.25069055723807127
2022-03-04,0.2581368079799502
2022-03-05,0.25429568627802707
2022-03-06,0.25324626962062674
2022-03-07,0.25915017323278416
2022-03-08,0.25482084565481394
2022-03-09,0.24298398839729568
2022-03-10,0.23926885194320402
2022-03-11,0.246057422580491
2022-03-12,0.24251065091670793
2022-03-13,0.24069592072307286
2022-03-14,0.2455114822578113
2022-03-15,0.2390820086152785
2022-03-16,0.21823214444019035
2022-03-17,0.2076314833846729
2022-03-18,0.20474373574869606
2022-03-19,0.20218259415284306
2022-03-20,0.205609334720133
2022-03-21,0.21948449048258706
2022-03-22,0.19395987980692245
2022-03-23,0.20924737515097225
2022-03-24,0.22404118998863518
2022-03-25,0.21715629612398102
2022-03-26,0.21312123796456742
2022-03-27,0.21928598814460204
2022-03-28,0.2123742315464067
2022-03-29,0.19666761903830665
2022-03-30,0.1821416717600463
2022-03-31,0.18281442528715372
2022-04-01,0.20065172149495297
2022-04-02,0.20749014933599408
2022-04-03,0.20594267925163057
2022-04-04,0.21263578411224238
2022-04-05,0.2221517142351849
2022-04-06,0.2361689694961687
2022-04-07,0.23516361604207234
2022-04-08,0.24975421347264168
2022-04-09,0.24424977662653333
2022-04-10,0.24465164235835068
2022-04-11,0.254066059781138
2022-04-12,0.25216699834960715
2022-04-13,0.23953430610236573
2022-04-14,0.2390508162488747
2022-04-15,0.23864151684095372
2022-04-16,0.24834547722542527
2022-04-17,0.2491134879653077
2022-04-18,0.24725069970574295
2022-04-19,0.2401646903871384
2022-04-20,0.24657648212400915
2022-04-21,0.24850007845251373
2022-04-22,0.2598028320056771
2022-04-23,0.2510722024371339
2022-04-24,0.25663910078809965
2022-04-25,0.25748665979945756
2022-04-26,0.26863067406229246
2022-04-27,0.26733956254916363
2022-04-28,0.28271135705903155
2022-04-29,0.28917747056660376
2022-04-30,0.2873578990832143
2022-05-01,0.28972464827675953
2022-05-02,0.29331546426257304
2022-05-03,0.2858778975540892
2022-05-04,0.28038001815961006
2022-05-05,0.29120662162006367
